account_id,customer_id,credit_limit_usd,fico_score,apr_percent,risk_band
50846,50846,8546,652,20.67,High
50847,50847,26961,640,22.05,High
50848,50848,32674,606,21.17,High
50849,50849,16841,642,19.07,High
50850,50850,3089,619,22.73,High
50851,50851,4901,685,17.87,Medium
50852,50852,15675,671,18.63,Medium
50853,50853,62247,735,16.13,Medium
50854,50854,8983,740,15.4,Low
50855,50855,20217,690,16.78,Medium
50856,50856,7526,566,19.68,VeryHigh
50857,50857,27810,745,15.38,Low
50858,50858,4338,671,20.26,Medium
50859,50859,10038,592,22.33,High
50860,50860,4827,581,22.12,High
50861,50861,7767,598,19.79,High
50862,50862,16217,717,14.64,Medium
50863,50863,23738,640,18.96,High
50864,50864,5991,627,20.62,High
50865,50865,5712,547,22.92,VeryHigh
50866,50866,6829,622,22.48,High
50867,50867,3461,688,18.36,Medium
50868,50868,1594,577,22.87,VeryHigh
50869,50869,3811,617,19.66,High
50870,50870,9734,538,24.43,VeryHigh
50871,50871,29667,671,20.34,Medium
50872,50872,28730,703,17.98,Medium
50873,50873,20858,608,21.93,High
50874,50874,9287,693,17.29,Medium
50875,50875,33096,691,18.01,Medium
50876,50876,4362,576,23.18,VeryHigh
50877,50877,20841,514,26.27,VeryHigh
50878,50878,22569,743,15.42,Low
50879,50879,2791,616,18.24,High
50880,50880,13435,759,15.88,Low
50881,50881,33229,706,20.13,Medium
50882,50882,25159,761,16.51,Low
50883,50883,29553,613,20.2,High
50884,50884,17199,716,18.41,Medium
50885,50885,5996,670,19.24,Medium
50886,50886,8514,613,20.37,High
50887,50887,29807,723,20.21,Medium
50888,50888,29295,692,14.72,Medium
50889,50889,36410,506,25.93,VeryHigh
50890,50890,33017,752,14.21,Low
50891,50891,9826,555,24.07,VeryHigh
50892,50892,5944,588,19.84,High
50893,50893,16449,691,15.56,Medium
50894,50894,12666,609,20.29,High
50895,50895,4353,683,18.65,Medium
50896,50896,26229,793,13.82,Low
50897,50897,13616,611,22.96,High
50898,50898,50593,745,17.13,Low
50899,50899,11442,667,16.42,High
50900,50900,14670,760,15.04,Low
50901,50901,2613,628,20.05,High
50902,50902,6420,565,20.38,VeryHigh
50903,50903,73864,628,20.27,High
50904,50904,19829,651,22.3,High
50905,50905,11182,572,23.64,VeryHigh
50906,50906,25375,679,17.71,Medium
50907,50907,2084,559,24.62,VeryHigh
50908,50908,20335,745,14.61,Low
50909,50909,28460,737,18.38,Medium
50910,50910,55591,644,18.24,High
50911,50911,15268,673,16.7,Medium
50912,50912,50815,722,17.08,Medium
50913,50913,35238,698,17.04,Medium
50914,50914,7847,590,20.3,High
50915,50915,50894,691,19.43,Medium
50916,50916,4474,691,17.05,Medium
50917,50917,24662,727,13.98,Medium
50918,50918,31199,751,18.69,Low
50919,50919,42458,731,13.0,Medium
50920,50920,5424,633,20.94,High
50921,50921,11910,580,19.64,High
50922,50922,11371,647,17.14,High
50923,50923,18977,674,18.3,Medium
50924,50924,17642,716,17.93,Medium
50925,50925,7123,632,19.93,High
50926,50926,2622,581,20.86,High
50927,50927,13636,708,20.04,Medium
50928,50928,57095,683,15.45,Medium
50929,50929,23356,599,25.32,High
50930,50930,43916,725,20.12,Medium
50931,50931,7210,632,19.69,High
50932,50932,3368,567,21.9,VeryHigh
50933,50933,18285,684,17.12,Medium
50934,50934,18072,667,18.98,High
50935,50935,9317,641,19.64,High
50936,50936,12439,608,22.94,High
50937,50937,4483,681,19.38,Medium
50938,50938,5022,627,21.19,High
50939,50939,4746,614,19.05,High
50940,50940,5289,655,18.67,High
50941,50941,7974,669,19.13,High
50942,50942,27270,669,18.54,High
50943,50943,25425,725,17.4,Medium
50944,50944,12213,718,17.32,Medium
50945,50945,3817,602,21.39,High
50946,50946,8198,698,17.94,Medium
50947,50947,52353,738,16.44,Medium
50948,50948,10288,727,16.57,Medium
50949,50949,7154,564,22.47,VeryHigh
50950,50950,147463,752,16.6,Low
50951,50951,3790,602,25.11,High
50952,50952,72315,712,17.45,Medium
50953,50953,5860,685,18.35,Medium
50954,50954,6987,648,20.04,High
50955,50955,32021,784,14.49,Low
50956,50956,2862,659,18.66,High
50957,50957,7461,588,21.58,High
50958,50958,25721,703,15.44,Medium
50959,50959,25680,707,17.17,Medium
50960,50960,14021,731,17.22,Medium
50961,50961,27491,694,15.69,Medium
50962,50962,10796,513,23.84,VeryHigh
50963,50963,31220,654,17.67,High
50964,50964,39790,642,19.21,High
50965,50965,11183,631,18.92,High
50966,50966,9963,818,11.64,VeryLow
50967,50967,7504,572,21.16,VeryHigh
50968,50968,10448,660,19.98,High
50969,50969,4901,633,21.21,High
50970,50970,36256,763,15.92,Low
50971,50971,7193,648,20.14,High
50972,50972,28684,638,17.29,High
50973,50973,29289,658,20.33,High
50974,50974,16451,610,23.48,High
50975,50975,15611,779,16.23,Low
50976,50976,7500,597,21.85,High
50977,50977,24968,711,16.86,Medium
50978,50978,70323,676,16.81,Medium
50979,50979,23305,702,19.53,Medium
50980,50980,9182,659,20.29,High
50981,50981,90173,771,16.46,Low
50982,50982,6667,719,16.42,Medium
50983,50983,24561,608,19.31,High
50984,50984,8218,561,23.1,VeryHigh
50985,50985,6688,628,20.79,High
50986,50986,16251,658,19.74,High
50987,50987,33767,735,16.74,Medium
50988,50988,2835,560,22.64,VeryHigh
50989,50989,241010,767,15.34,Low
50990,50990,8918,740,15.02,Low
50991,50991,34468,640,21.52,High
50992,50992,11605,641,20.71,High
50993,50993,16047,611,20.54,High
50994,50994,19636,573,21.7,VeryHigh
50995,50995,6408,677,17.68,Medium
50996,50996,25510,644,20.33,High
50997,50997,31004,647,19.93,High
50998,50998,20397,635,20.55,High
50999,50999,9094,649,16.14,High
51000,51000,10026,623,19.24,High
51001,51001,83126,749,15.13,Low
51002,51002,28941,704,18.58,Medium
51003,51003,12984,607,20.66,High
51004,51004,16727,655,21.69,High
51005,51005,29408,697,19.65,Medium
51006,51006,15407,741,15.65,Low
51007,51007,15470,773,14.96,Low
51008,51008,11441,566,19.92,VeryHigh
51009,51009,16225,619,21.05,High
51010,51010,1985,595,22.03,High
51011,51011,45777,673,19.68,Medium
51012,51012,9786,566,22.31,VeryHigh
51013,51013,8646,616,22.94,High
51014,51014,3620,660,18.91,High
51015,51015,9897,689,16.43,Medium
51016,51016,11106,694,18.42,Medium
51017,51017,30881,610,20.13,High
51018,51018,12678,680,19.13,Medium
51019,51019,3627,678,16.66,Medium
51020,51020,14338,659,17.93,High
51021,51021,5456,642,21.56,High
51022,51022,8674,645,19.35,High
51023,51023,38277,605,19.05,High
51024,51024,7972,634,22.32,High
51025,51025,7073,713,17.78,Medium
51026,51026,62567,820,11.39,VeryLow
51027,51027,31842,719,18.63,Medium
51028,51028,24940,717,19.67,Medium
51029,51029,3816,606,22.64,High
51030,51030,36666,569,21.36,VeryHigh
51031,51031,16887,635,19.92,High
51032,51032,31089,800,13.21,VeryLow
51033,51033,12490,685,17.98,Medium
51034,51034,28407,697,16.7,Medium
51035,51035,40346,741,18.41,Low
51036,51036,115544,811,14.38,VeryLow
51037,51037,5062,625,20.06,High
51038,51038,8552,607,19.77,High
51039,51039,8521,645,19.72,High
51040,51040,10910,538,18.36,VeryHigh
51041,51041,14423,649,18.53,High
51042,51042,37946,682,21.02,Medium
51043,51043,11142,628,21.24,High
51044,51044,11499,630,18.85,High
51045,51045,55208,837,12.76,VeryLow
51046,51046,8665,604,21.54,High
51047,51047,7228,662,17.48,High
51048,51048,13210,532,24.75,VeryHigh
51049,51049,7625,625,21.94,High
51050,51050,18995,597,19.22,High
51051,51051,3422,578,24.03,VeryHigh
51052,51052,14457,634,21.66,High
51053,51053,8837,620,21.47,High
51054,51054,19997,584,19.21,High
51055,51055,8947,560,21.2,VeryHigh
51056,51056,5148,585,20.66,High
51057,51057,35759,717,18.62,Medium
51058,51058,32171,696,19.61,Medium
51059,51059,16215,680,17.24,Medium
51060,51060,18626,661,21.0,High
51061,51061,22955,624,21.44,High
51062,51062,2467,602,20.24,High
51063,51063,6773,665,20.21,High
51064,51064,1855,644,19.5,High
51065,51065,14386,618,21.92,High
51066,51066,27594,687,17.75,Medium
51067,51067,19141,576,20.3,VeryHigh
51068,51068,8763,577,21.25,VeryHigh
51069,51069,1796,481,25.02,VeryHigh
51070,51070,116256,691,17.39,Medium
51071,51071,21746,713,16.82,Medium
51072,51072,6245,605,23.33,High
51073,51073,10855,568,21.91,VeryHigh
51074,51074,23479,698,18.97,Medium
51075,51075,27030,673,19.4,Medium
51076,51076,47680,658,19.43,High
51077,51077,22928,752,12.77,Low
51078,51078,2461,593,20.61,High
51079,51079,29203,771,13.05,Low
51080,51080,19475,600,22.7,High
51081,51081,87558,646,21.42,High
51082,51082,2284,510,24.77,VeryHigh
51083,51083,73183,753,14.54,Low
51084,51084,21102,653,18.11,High
51085,51085,7466,647,20.08,High
51086,51086,11906,640,17.69,High
51087,51087,12163,654,19.59,High
51088,51088,6422,733,15.87,Medium
51089,51089,7910,669,19.39,High
51090,51090,7298,605,22.13,High
51091,51091,4342,617,21.3,High
51092,51092,31139,776,17.13,Low
51093,51093,11015,632,19.24,High
51094,51094,25839,674,16.18,Medium
51095,51095,11560,655,18.42,High
51096,51096,18315,693,20.07,Medium
51097,51097,16584,628,20.89,High
51098,51098,65119,720,18.78,Medium
51099,51099,17588,728,13.6,Medium
51100,51100,141301,733,16.25,Medium
51101,51101,15574,647,21.82,High
51102,51102,28506,590,23.78,High
51103,51103,2357,637,20.54,High
51104,51104,4119,614,22.38,High
51105,51105,38201,663,17.67,High
51106,51106,10433,587,20.37,High
51107,51107,22857,569,22.84,VeryHigh
51108,51108,2490,587,20.0,High
51109,51109,8082,665,21.35,High
51110,51110,12796,731,16.91,Medium
51111,51111,10919,765,13.88,Low
51112,51112,3624,520,23.4,VeryHigh
51113,51113,36515,646,19.76,High
51114,51114,4227,610,18.69,High
51115,51115,4379,595,22.31,High
51116,51116,19401,623,18.02,High
51117,51117,3511,603,22.73,High
51118,51118,5655,570,24.38,VeryHigh
51119,51119,5469,616,19.95,High
51120,51120,30933,763,16.11,Low
51121,51121,7894,559,21.64,VeryHigh
51122,51122,27176,656,19.27,High
51123,51123,8266,537,23.45,VeryHigh
51124,51124,15890,565,21.53,VeryHigh
51125,51125,5445,589,17.82,High
51126,51126,2884,502,26.52,VeryHigh
51127,51127,123667,795,14.16,Low
51128,51128,27579,656,17.74,High
51129,51129,11218,581,21.93,High
51130,51130,21467,710,14.93,Medium
51131,51131,8510,598,21.56,High
51132,51132,27684,670,20.19,Medium
51133,51133,10255,661,20.02,High
51134,51134,11285,615,19.92,High
51135,51135,9418,598,22.91,High
51136,51136,4874,609,20.51,High
51137,51137,7810,620,19.39,High
51138,51138,6170,664,20.91,High
51139,51139,6575,557,24.86,VeryHigh
51140,51140,16021,661,20.27,High
51141,51141,26947,660,16.55,High
51142,51142,2674,533,25.93,VeryHigh
51143,51143,12931,678,17.25,Medium
51144,51144,11649,722,16.54,Medium
51145,51145,69544,618,21.65,High
51146,51146,4447,559,23.25,VeryHigh
51147,51147,3427,568,19.82,VeryHigh
51148,51148,92142,690,17.87,Medium
51149,51149,44417,669,18.3,High
51150,51150,4880,536,24.25,VeryHigh
51151,51151,2760,605,21.75,High
51152,51152,16761,559,22.54,VeryHigh
51153,51153,8171,577,19.55,VeryHigh
51154,51154,16489,621,22.33,High
51155,51155,29628,670,16.62,Medium
51156,51156,8562,738,16.72,Medium
51157,51157,8438,583,24.82,High
51158,51158,52912,744,17.66,Low
51159,51159,15130,691,18.76,Medium
51160,51160,5460,635,18.93,High
51161,51161,5171,633,20.98,High
51162,51162,38261,691,16.53,Medium
51163,51163,18908,631,22.93,High
51164,51164,28102,727,15.19,Medium
51165,51165,14578,712,18.29,Medium
51166,51166,3118,608,20.36,High
51167,51167,7272,602,20.85,High
51168,51168,3247,599,20.05,High
51169,51169,45323,676,16.16,Medium
51170,51170,56072,719,17.27,Medium
51171,51171,21503,704,17.63,Medium
51172,51172,26943,637,20.68,High
51173,51173,13775,611,19.67,High
51174,51174,5804,609,19.58,High
51175,51175,20014,640,18.57,High
51176,51176,8888,650,18.75,High
51177,51177,19968,634,20.55,High
51178,51178,17871,598,18.52,High
51179,51179,3449,589,23.81,High
51180,51180,3530,637,18.75,High
51181,51181,13957,730,14.19,Medium
51182,51182,10868,648,19.43,High
51183,51183,3867,644,21.52,High
51184,51184,20726,766,14.35,Low
51185,51185,9009,682,18.13,Medium
51186,51186,30808,675,15.65,Medium
51187,51187,21311,570,21.65,VeryHigh
51188,51188,13708,662,18.14,High
51189,51189,40866,754,16.07,Low
51190,51190,1461,611,21.77,High
51191,51191,12137,620,20.49,High
51192,51192,5332,658,18.71,High
51193,51193,21360,772,14.18,Low
51194,51194,10431,579,21.84,VeryHigh
51195,51195,39526,715,15.54,Medium
51196,51196,3093,603,22.23,High
51197,51197,9345,651,19.86,High
51198,51198,10101,537,24.91,VeryHigh
51199,51199,17918,724,15.95,Medium
51200,51200,51275,689,19.19,Medium
51201,51201,7122,528,25.92,VeryHigh
51202,51202,15344,718,16.35,Medium
51203,51203,20679,626,20.36,High
51204,51204,17768,731,15.47,Medium
51205,51205,9215,669,19.66,High
51206,51206,14067,686,16.53,Medium
51207,51207,12211,675,21.07,Medium
51208,51208,15823,607,19.33,High
51209,51209,58980,743,15.19,Low
51210,51210,39371,799,13.36,Low
51211,51211,14398,743,16.62,Low
51212,51212,3428,634,21.39,High
51213,51213,17472,653,20.6,High
51214,51214,13344,687,19.23,Medium
51215,51215,26727,606,21.47,High
51216,51216,68160,614,20.78,High
51217,51217,43951,718,16.33,Medium
51218,51218,17163,649,16.02,High
51219,51219,24139,715,18.82,Medium
51220,51220,56801,681,19.12,Medium
51221,51221,4083,651,19.68,High
51222,51222,49398,723,18.73,Medium
51223,51223,11187,670,19.19,Medium
51224,51224,24195,706,17.6,Medium
51225,51225,6516,652,18.43,High
51226,51226,6427,551,21.15,VeryHigh
51227,51227,2121,589,21.18,High
51228,51228,7318,533,21.84,VeryHigh
51229,51229,33645,821,14.27,VeryLow
51230,51230,5502,639,20.06,High
51231,51231,33236,714,18.29,Medium
51232,51232,41423,732,16.21,Medium
51233,51233,34326,650,21.26,High
51234,51234,32024,709,14.59,Medium
51235,51235,9394,584,23.52,High
51236,51236,22063,671,21.13,Medium
51237,51237,48978,722,18.36,Medium
51238,51238,27554,604,19.55,High
51239,51239,3232,586,23.04,High
51240,51240,29647,736,15.81,Medium
51241,51241,22785,619,19.61,High
51242,51242,7826,653,18.91,High
51243,51243,11014,665,20.26,High
51244,51244,23253,751,17.38,Low
51245,51245,3406,526,24.14,VeryHigh
51246,51246,5006,564,22.82,VeryHigh
51247,51247,43377,726,16.75,Medium
51248,51248,13140,656,19.69,High
51249,51249,18864,670,17.11,Medium
51250,51250,4716,610,23.78,High
51251,51251,2757,575,23.26,VeryHigh
51252,51252,23379,626,19.99,High
51253,51253,2980,633,23.06,High
51254,51254,12567,573,20.67,VeryHigh
51255,51255,9901,683,22.29,Medium
51256,51256,2984,627,20.73,High
51257,51257,51478,643,20.24,High
51258,51258,13597,691,19.56,Medium
51259,51259,11262,664,15.41,High
51260,51260,7217,613,17.05,High
51261,51261,2593,475,25.77,VeryHigh
51262,51262,17531,622,18.86,High
51263,51263,34643,698,17.1,Medium
51264,51264,35840,589,21.71,High
51265,51265,4913,634,17.92,High
51266,51266,2181,433,30.04,VeryHigh
51267,51267,2994,646,19.06,High
51268,51268,12736,653,20.19,High
51269,51269,10050,627,18.81,High
51270,51270,12436,633,18.86,High
51271,51271,23573,723,15.56,Medium
51272,51272,5145,637,17.3,High
51273,51273,9257,622,20.59,High
51274,51274,58202,672,20.38,Medium
51275,51275,50403,649,18.77,High
51276,51276,3028,635,19.07,High
51277,51277,44522,698,18.68,Medium
51278,51278,9111,638,21.98,High
51279,51279,2734,716,16.24,Medium
51280,51280,2329,598,23.82,High
51281,51281,37248,578,20.32,VeryHigh
51282,51282,60026,654,19.62,High
51283,51283,8052,757,14.97,Low
51284,51284,8426,668,19.93,High
51285,51285,7128,680,21.62,Medium
51286,51286,6728,665,21.18,High
51287,51287,2537,669,16.2,High
51288,51288,66958,723,15.38,Medium
51289,51289,4637,585,20.85,High
51290,51290,2295,592,20.57,High
51291,51291,89876,765,16.14,Low
51292,51292,22335,695,15.58,Medium
51293,51293,16133,577,22.41,VeryHigh
51294,51294,3479,611,21.18,High
51295,51295,5779,562,21.64,VeryHigh
51296,51296,13788,629,17.54,High
51297,51297,32895,618,19.6,High
51298,51298,2778,542,21.26,VeryHigh
51299,51299,11427,621,17.41,High
51300,51300,2456,579,23.7,VeryHigh
51301,51301,56888,717,17.6,Medium
51302,51302,20333,669,18.5,High
51303,51303,42881,721,14.65,Medium
51304,51304,2995,656,15.53,High
51305,51305,31081,773,13.22,Low
51306,51306,4572,655,19.96,High
51307,51307,19359,670,15.79,Medium
51308,51308,17186,719,15.0,Medium
51309,51309,10926,647,19.38,High
51310,51310,3821,641,18.66,High
51311,51311,58329,740,15.68,Low
51312,51312,7883,630,18.61,High
51313,51313,28547,736,17.14,Medium
51314,51314,14447,686,20.83,Medium
51315,51315,13272,658,19.59,High
51316,51316,7403,607,22.25,High
51317,51317,13668,649,19.16,High
51318,51318,6201,576,21.49,VeryHigh
51319,51319,10959,682,16.44,Medium
51320,51320,7595,611,21.85,High
51321,51321,11449,647,16.21,High
51322,51322,3367,613,20.55,High
51323,51323,13627,731,17.71,Medium
51324,51324,5137,523,21.64,VeryHigh
51325,51325,3600,581,20.69,High
51326,51326,9128,519,25.18,VeryHigh
51327,51327,16423,671,18.34,Medium
51328,51328,30892,703,16.22,Medium
51329,51329,16291,675,17.37,Medium
51330,51330,19168,614,20.6,High
51331,51331,15338,667,20.26,High
51332,51332,4360,766,15.5,Low
51333,51333,2999,547,23.05,VeryHigh
51334,51334,97995,798,13.77,Low
51335,51335,17985,625,18.92,High
51336,51336,17879,673,18.13,Medium
51337,51337,70508,706,19.97,Medium
51338,51338,4841,656,18.35,High
51339,51339,21743,586,20.53,High
51340,51340,31812,691,17.32,Medium
51341,51341,30655,612,16.19,High
51342,51342,7615,624,21.26,High
51343,51343,3387,617,20.04,High
51344,51344,9066,688,18.98,Medium
51345,51345,51098,699,17.61,Medium
51346,51346,9813,711,18.95,Medium
51347,51347,36263,613,19.74,High
51348,51348,13703,676,17.94,Medium
51349,51349,12127,759,17.69,Low
51350,51350,28459,751,15.74,Low
51351,51351,58959,648,19.12,High
51352,51352,11538,657,20.21,High
51353,51353,21416,653,20.1,High
51354,51354,45113,608,21.24,High
51355,51355,16727,646,19.47,High
51356,51356,40701,667,18.61,High
51357,51357,7921,702,18.76,Medium
51358,51358,24558,745,14.47,Low
51359,51359,46831,660,21.62,High
51360,51360,9939,627,18.62,High
51361,51361,2974,619,22.03,High
51362,51362,2394,542,22.67,VeryHigh
51363,51363,4896,624,19.77,High
51364,51364,46686,755,15.03,Low
51365,51365,27747,744,15.29,Low
51366,51366,10436,654,20.02,High
51367,51367,43387,702,17.05,Medium
51368,51368,77509,680,17.5,Medium
51369,51369,41047,717,16.31,Medium
51370,51370,41535,644,16.97,High
51371,51371,24068,663,16.99,High
51372,51372,4797,594,20.06,High
51373,51373,6372,585,21.29,High
51374,51374,17012,611,22.56,High
51375,51375,12946,674,20.59,Medium
51376,51376,23795,622,20.79,High
51377,51377,48351,704,16.38,Medium
51378,51378,15979,575,19.08,VeryHigh
51379,51379,3047,642,18.67,High
51380,51380,32737,607,18.41,High
51381,51381,5532,713,16.26,Medium
51382,51382,36141,793,15.04,Low
51383,51383,30231,661,18.63,High
51384,51384,4739,552,22.2,VeryHigh
51385,51385,2347,541,24.31,VeryHigh
51386,51386,23599,647,18.74,High
51387,51387,74966,762,15.4,Low
51388,51388,3190,591,21.9,High
51389,51389,33278,724,17.3,Medium
51390,51390,15247,671,17.72,Medium
51391,51391,13931,602,18.11,High
51392,51392,48662,726,16.96,Medium
51393,51393,34586,756,15.55,Low
51394,51394,3044,675,18.47,Medium
51395,51395,8360,548,23.54,VeryHigh
51396,51396,19378,669,18.08,High
51397,51397,14152,624,21.54,High
51398,51398,9317,715,17.17,Medium
51399,51399,10026,620,21.59,High
51400,51400,5685,522,24.85,VeryHigh
51401,51401,5091,605,21.63,High
51402,51402,14206,593,20.91,High
51403,51403,7508,610,19.36,High
51404,51404,7543,669,21.66,High
51405,51405,19627,752,12.68,Low
51406,51406,40210,695,17.51,Medium
51407,51407,27081,626,19.56,High
51408,51408,29056,742,17.58,Low
51409,51409,33733,699,20.43,Medium
51410,51410,4944,641,19.8,High
51411,51411,2031,649,19.32,High
51412,51412,5297,573,23.84,VeryHigh
51413,51413,8797,642,22.72,High
51414,51414,11778,640,18.89,High
51415,51415,35964,672,19.96,Medium
51416,51416,25364,690,18.97,Medium
51417,51417,5976,637,20.46,High
51418,51418,9746,650,21.24,High
51419,51419,36084,705,18.21,Medium
51420,51420,28182,703,18.21,Medium
51421,51421,10943,687,20.0,Medium
51422,51422,14533,745,15.91,Low
51423,51423,17384,721,16.06,Medium
51424,51424,24694,668,17.04,High
51425,51425,39692,739,15.13,Medium
51426,51426,2566,572,22.07,VeryHigh
51427,51427,39653,686,20.0,Medium
51428,51428,13041,647,18.51,High
51429,51429,31822,753,15.45,Low
51430,51430,83637,658,17.27,High
51431,51431,18851,646,21.69,High
51432,51432,24962,581,20.85,High
51433,51433,11155,625,19.05,High
51434,51434,18938,645,19.35,High
51435,51435,21498,668,18.67,High
51436,51436,14397,671,17.61,Medium
51437,51437,70083,827,12.16,VeryLow
51438,51438,18826,761,14.01,Low
51439,51439,2950,614,21.8,High
51440,51440,21036,672,18.64,Medium
51441,51441,21061,666,18.73,High
51442,51442,5005,573,19.41,VeryHigh
51443,51443,21315,634,20.18,High
51444,51444,41644,657,19.06,High
51445,51445,9113,590,19.6,High
51446,51446,19893,674,18.23,Medium
51447,51447,7416,653,16.29,High
51448,51448,7209,680,17.91,Medium
51449,51449,10129,666,19.25,High
51450,51450,3273,722,15.79,Medium
51451,51451,11051,692,16.22,Medium
51452,51452,14358,686,14.16,Medium
51453,51453,37599,736,10.82,Medium
51454,51454,17435,682,17.61,Medium
51455,51455,16238,590,21.62,High
51456,51456,8721,588,21.3,High
51457,51457,9723,596,20.08,High
51458,51458,19600,706,17.28,Medium
51459,51459,8742,660,20.34,High
51460,51460,20137,677,17.42,Medium
51461,51461,30969,571,20.89,VeryHigh
51462,51462,17994,631,18.41,High
51463,51463,13398,735,16.82,Medium
51464,51464,4045,626,24.26,High
51465,51465,14132,693,17.79,Medium
51466,51466,6559,697,17.76,Medium
51467,51467,5185,715,17.23,Medium
51468,51468,35139,674,17.41,Medium
51469,51469,8474,541,22.74,VeryHigh
51470,51470,3753,688,17.5,Medium
51471,51471,11798,612,20.87,High
51472,51472,5954,694,18.58,Medium
51473,51473,13731,651,17.59,High
51474,51474,4008,601,23.23,High
51475,51475,2865,522,21.76,VeryHigh
51476,51476,9288,651,19.83,High
51477,51477,9205,734,17.35,Medium
51478,51478,17062,656,18.49,High
51479,51479,2376,539,20.78,VeryHigh
51480,51480,24368,738,13.61,Medium
51481,51481,5643,730,16.39,Medium
51482,51482,2352,610,21.11,High
51483,51483,3353,580,21.64,High
51484,51484,25583,591,19.6,High
51485,51485,18100,616,21.66,High
51486,51486,50754,684,19.62,Medium
51487,51487,51760,771,15.97,Low
51488,51488,92046,771,14.43,Low
51489,51489,24337,810,12.75,VeryLow
51490,51490,2160,604,22.51,High
51491,51491,8402,654,17.55,High
51492,51492,18840,691,16.51,Medium
51493,51493,66400,707,16.52,Medium
51494,51494,2771,565,23.09,VeryHigh
51495,51495,13500,562,23.4,VeryHigh
51496,51496,25721,638,20.69,High
51497,51497,29014,704,16.53,Medium
51498,51498,10494,730,15.94,Medium
51499,51499,4554,553,21.78,VeryHigh
51500,51500,19159,628,17.48,High
51501,51501,14122,663,18.75,High
51502,51502,2245,582,21.56,High
51503,51503,3863,674,18.68,Medium
51504,51504,7646,710,18.72,Medium
51505,51505,14342,674,19.42,Medium
51506,51506,9731,703,16.82,Medium
51507,51507,7821,657,21.34,High
51508,51508,5467,553,22.9,VeryHigh
51509,51509,348878,794,12.91,Low
51510,51510,4554,613,18.69,High
51511,51511,23249,740,16.16,Low
51512,51512,20500,676,18.49,Medium
51513,51513,18766,666,15.72,High
51514,51514,9622,710,17.17,Medium
51515,51515,29312,716,18.86,Medium
51516,51516,7017,591,20.59,High
51517,51517,3751,588,19.79,High
51518,51518,4156,637,20.21,High
51519,51519,19029,596,20.66,High
51520,51520,8592,580,22.66,High
51521,51521,7936,761,15.31,Low
51522,51522,24333,644,18.78,High
51523,51523,3362,610,18.78,High
51524,51524,15686,618,20.98,High
51525,51525,20588,732,16.14,Medium
51526,51526,3666,492,23.44,VeryHigh
51527,51527,17458,590,22.42,High
51528,51528,4859,567,23.22,VeryHigh
51529,51529,28643,711,17.82,Medium
51530,51530,41976,674,16.97,Medium
51531,51531,20474,572,20.85,VeryHigh
51532,51532,22187,650,19.08,High
51533,51533,3449,587,24.35,High
51534,51534,46739,727,14.96,Medium
51535,51535,10680,661,17.73,High
51536,51536,154757,796,13.37,Low
51537,51537,46234,627,19.53,High
51538,51538,73892,687,17.3,Medium
51539,51539,19756,662,19.34,High
51540,51540,2810,549,24.85,VeryHigh
51541,51541,7473,680,18.7,Medium
51542,51542,21182,686,15.78,Medium
51543,51543,23585,607,22.38,High
51544,51544,34790,688,17.18,Medium
51545,51545,8971,655,19.61,High
51546,51546,8835,664,17.83,High
51547,51547,38103,690,18.14,Medium
51548,51548,26428,614,20.66,High
51549,51549,66311,716,15.72,Medium
51550,51550,9905,591,21.65,High
51551,51551,29468,679,17.72,Medium
51552,51552,26078,720,14.86,Medium
51553,51553,3651,730,15.31,Medium
51554,51554,13210,735,17.33,Medium
51555,51555,15777,538,23.84,VeryHigh
51556,51556,43899,709,15.83,Medium
51557,51557,52698,741,15.47,Low
51558,51558,24085,605,18.37,High
51559,51559,9397,610,19.89,High
51560,51560,10133,641,21.11,High
51561,51561,4101,472,25.27,VeryHigh
51562,51562,41771,741,15.75,Low
51563,51563,5841,644,18.12,High
51564,51564,6204,643,21.11,High
51565,51565,2604,614,20.99,High
51566,51566,28891,673,17.17,Medium
51567,51567,5876,606,21.89,High
51568,51568,1906,604,22.78,High
51569,51569,82629,640,18.99,High
51570,51570,1636,592,19.32,High
51571,51571,20703,655,18.46,High
51572,51572,17881,697,17.01,Medium
51573,51573,20098,751,14.6,Low
51574,51574,11878,680,15.83,Medium
51575,51575,7475,675,16.62,Medium
51576,51576,40423,742,19.45,Low
51577,51577,13527,698,16.43,Medium
51578,51578,9963,646,17.78,High
51579,51579,23089,761,14.25,Low
51580,51580,4012,534,21.58,VeryHigh
51581,51581,15476,668,17.36,High
51582,51582,24756,596,24.12,High
51583,51583,3007,572,20.66,VeryHigh
51584,51584,53032,700,17.38,Medium
51585,51585,34670,735,15.76,Medium
51586,51586,8247,642,18.07,High
51587,51587,7322,674,20.38,Medium
51588,51588,31781,612,20.86,High
51589,51589,14515,729,12.21,Medium
51590,51590,24522,708,15.83,Medium
51591,51591,29874,624,20.7,High
51592,51592,2367,518,24.47,VeryHigh
51593,51593,4585,588,22.07,High
51594,51594,56288,652,19.07,High
51595,51595,5742,662,18.11,High
51596,51596,2233,526,26.1,VeryHigh
51597,51597,36376,617,20.46,High
51598,51598,123422,795,15.8,Low
51599,51599,8453,662,22.03,High
51600,51600,7270,645,20.47,High
51601,51601,6450,629,19.65,High
51602,51602,3420,697,17.59,Medium
51603,51603,10216,618,19.82,High
51604,51604,4076,570,22.69,VeryHigh
51605,51605,24157,658,20.96,High
51606,51606,10710,685,18.09,Medium
